1606183357.362287,10
1606183357.505821,20
1606183357.652915,18
1606183357.782126,9
1606183357.912101,10
1606183358.031859,11
1606183358.147706,12
1606183358.283726,14
1606183358.403308,13
1606183358.537435,18
1606183358.696425,3
1606183358.827092,7
1606183358.970957,4
1606183359.089639,7
1606183359.208627,7
1606183359.374286,8
1606183359.487454,10
1606183359.615242,10
1606183359.749260,11
1606183359.910841,13
1606183360.036499,13
1606183360.156760,14
1606183360.309292,16
1606183360.428329,15
1606183360.586363,17
1606183360.700353,18
1606183360.834141,17
1606183360.991163,20
1606183361.099052,6
1606183361.213395,9
1606183361.341716,10
1606183361.481779,7
1606183361.636923,8
1606183361.767602,8
1606183361.897588,9
1606183362.056168,9
1606183362.170704,11
1606183362.297466,12
1606183362.423697,14
1606183362.541714,13
1606183362.655712,14
1606183362.775279,15
1606183362.903753,16
1606183363.015170,17
1606183363.150663,18
1606183363.270789,17
1606183363.390386,18
1606183363.525339,19
1606183363.659377,18
1606183363.799391,10
1606183363.908136,11
1606183364.014561,14
1606183364.158150,16
1606183364.299000,16
1606183364.415809,16
1606183364.541112,19
1606183364.665849,13
1606183364.797080,14
1606183364.914471,15
1606183365.023419,15
1606183365.147827,17
1606183365.290021,17
1606183365.412324,17
1606183365.534217,19
1606183365.684830,20
1606183365.794229,18
1606183365.915119,9
1606183366.022497,10
1606183366.129866,10
1606183366.240099,12
1606183366.379849,12
1606183366.503472,13
1606183366.619657,11
1606183366.735987,13
1606183366.843907,17
1606183366.991077,15
1606183367.137901,19
1606183367.279995,7
1606183367.392299,10
1606183367.530912,9
1606183367.648905,7
1606183367.781720,7
1606183367.910237,8
1606183368.016660,9
1606183368.130267,10
1606183368.249841,11
1606183368.410920,12
1606183368.537022,13
1606183368.649605,13
1606183368.803724,14
1606183368.949201,15
1606183369.057082,17
1606183369.172511,18
1606183369.298004,19
1606183369.411832,19
1606183369.554525,18
1606183369.692937,19
1606183369.823488,12
1606183369.931208,13
1606183370.038435,14
1606183370.188453,16
1606183370.350041,16
1606183370.472447,18
1606183370.582134,14
1606183370.720118,14
1606183370.853159,15
1606183370.972440,16
1606183371.082486,16
1606183371.189384,17
1606183371.309017,17
1606183371.412953,18
1606183371.532412,19
1606183371.640951,18
1606183371.754877,20
1606183371.863208,19
1606183371.984268,18
1606183372.098951,10
1606183372.279025,10
1606183372.411117,12
1606183372.563718,12
1606183372.684401,12
1606183372.835607,14
1606183372.976437,14
1606183373.158032,12
1606183373.309582,15
1606183373.438720,14
1606183373.582078,10
1606183373.696534,11
1606183373.802346,12
1606183373.908914,12
1606183374.013844,13
1606183374.144051,13
1606183374.286182,14
1606183374.399249,14
1606183374.521642,16
1606183374.632525,17
1606183374.775668,16
1606183374.904597,18
1606183375.013845,19
1606183375.176874,17
1606183375.328447,19
1606183375.459358,9
1606183375.566852,19
1606183375.691711,14
1606183375.798138,9
1606183375.928246,12
1606183376.052141,5
1606183376.194334,6
1606183376.317794,9
1606183376.435404,10
1606183376.562924,10
1606183376.696167,11
1606183376.810262,12
1606183376.916896,13
1606183377.028158,13
1606183377.166584,15
1606183377.334341,16
1606183377.452371,18
1606183377.564053,17
1606183377.704952,17
1606183377.836894,18
1606183377.954824,19
1606183378.100497,17
1606183378.245726,11
1606183378.381870,10
1606183378.489427,15
1606183378.598266,14
1606183378.722276,16
1606183378.837142,17
1606183378.996927,18
1606183379.135636,18
1606183379.260295,16
1606183379.411008,15
1606183379.543259,17
1606183379.661218,19
1606183379.795043,17
1606183379.932652,19
1606183380.067357,19
1606183380.191461,10
1606183380.328596,10
1606183380.463265,11
1606183380.634628,11
1606183380.789728,12
1606183380.923564,13
1606183381.054660,14
1606183381.171058,16
1606183381.304317,16
1606183381.412992,16
1606183381.560257,18
1606183381.697579,17
1606183381.811105,11
1606183381.952078,12
1606183382.074741,14
1606183382.194202,16
1606183382.315585,17
1606183382.442256,12
1606183382.562808,12
1606183382.707130,14
1606183382.858229,14
1606183382.985418,17
1606183383.098759,16
1606183383.212692,17
1606183383.323928,17
1606183383.441196,18
1606183383.560801,19
1606183383.705774,19
1606183383.866104,18
1606183383.973883,9
1606183384.106698,11
1606183384.219448,11
1606183384.365917,12
1606183384.489445,19
1606183384.617041,18
1606183384.733392,11
1606183384.839678,3
1606183384.949032,4
1606183385.089805,5
1606183385.239402,6
1606183385.350097,9
1606183385.501005,10
1606183385.624381,11
1606183385.765871,11
1606183385.909320,13
1606183386.045107,13
1606183386.159202,13
1606183386.274165,14
1606183386.414396,17
1606183386.523256,17
1606183386.637879,17
1606183386.747773,18
1606183386.874019,19
1606183387.039057,14
1606183387.145036,13
1606183387.288788,13
1606183387.406242,15
1606183387.536965,17
1606183387.645650,20
1606183387.762159,13
1606183387.876879,13
1606183388.063340,15
1606183388.193663,11
1606183388.333200,15
1606183388.452820,17
1606183388.694427,17
1606183388.803222,17
1606183388.915980,18
1606183389.051511,18
1606183389.184579,19
1606183389.297670,9
1606183389.430880,10
1606183389.570885,12
1606183389.687144,11
1606183389.828034,19
1606183389.959270,13
1606183390.107838,3
1606183390.213792,4
1606183390.321827,5
1606183390.438729,7
1606183390.556788,8
1606183390.672306,10
1606183390.791059,10
1606183390.897638,10
1606183391.013766,11
1606183391.141746,13
1606183391.281562,14
1606183391.393021,14
1606183391.508969,14
1606183391.618821,15
1606183391.759136,15
1606183391.936555,16
1606183392.044981,17
1606183392.174462,19
1606183392.301504,19
1606183392.432261,11
1606183392.541528,12
1606183392.649013,13
1606183392.791541,16
1606183392.913145,17
1606183393.016485,20
1606183393.130632,13
1606183393.260095,13
