1606183426.428304,5
1606183426.562643,55
1606183426.677480,100
1606183426.798427,99
1606183426.928575,100
1606183427.036920,99
1606183427.150818,99
1606183427.271588,92
1606183427.410077,88
1606183427.536949,4
1606183427.684227,5
1606183427.832586,79
1606183427.946494,86
1606183428.067280,98
1606183428.182812,97
1606183428.325491,97
1606183428.466980,99
1606183428.611818,98
1606183428.748026,56
1606183428.865965,50
1606183428.984242,50
1606183429.130936,51
1606183429.241855,51
1606183429.355611,52
1606183429.489677,52
1606183429.622543,51
1606183429.757681,53
1606183429.904619,52
1606183430.063990,63
1606183430.192139,62
1606183430.318374,72
1606183430.450030,81
1606183430.629709,59
1606183430.751005,55
1606183430.859992,54
1606183430.968017,54
1606183431.101215,53
1606183431.212685,55
1606183431.350014,53
1606183431.477556,56
1606183431.621205,55
1606183431.775484,56
1606183431.909319,55
1606183432.076813,56
1606183432.213943,55
1606183432.385759,57
1606183432.522644,56
1606183432.651418,56
1606183432.764908,57
1606183432.881818,68
1606183432.992877,68
1606183433.106485,69
1606183433.234062,78
1606183433.353549,88
1606183433.481941,86
1606183433.607291,59
1606183433.774691,59
1606183433.916911,59
1606183434.093532,58
1606183434.200483,59
1606183434.313837,60
1606183434.455591,59
1606183434.585179,59
1606183434.700216,60
1606183434.809622,60
1606183434.948975,61
1606183435.091182,61
1606183435.236160,62
1606183435.386536,60
1606183435.508138,62
1606183435.690854,62
1606183435.824572,73
1606183435.960118,74
1606183436.092634,71
1606183436.217320,83
1606183436.327011,83
1606183436.496786,91
1606183436.628679,65
1606183436.815341,62
1606183436.946707,65
1606183437.080778,63
1606183437.219345,63
1606183437.331438,64
1606183437.448893,64
1606183437.588501,64
1606183437.730571,65
1606183437.853552,65
1606183437.981187,66
1606183438.119655,65
1606183438.266985,67
1606183438.396930,65
1606183438.564010,65
1606183438.689431,67
1606183438.815792,66
1606183438.982734,77
1606183439.094769,77
1606183439.262782,84
1606183439.411315,87
1606183439.519529,93
1606183439.660567,80
1606183439.778868,69
1606183439.910497,68
1606183440.059300,66
1606183440.166401,67
1606183440.298999,69
1606183440.422114,69
1606183440.537791,69
1606183440.647012,71
1606183440.755646,71
1606183440.888847,68
1606183441.020596,70
1606183441.146609,69
1606183441.291078,70
1606183441.397157,69
1606183441.503722,69
1606183441.613093,71
1606183441.727176,71
1606183441.864537,70
1606183442.018901,71
1606183442.138940,71
1606183442.286994,71
1606183442.415925,70
1606183442.534817,71
1606183442.661173,72
